customer_id,ingresos,margen_ratio,frecuencia,anios_relacion,cltv,dias_ultima_compra,estado_churn,items_comprados,items_devueltos,return_rate,cluster,cluster_label,churn_proba
401,14566.6,0.4,25,6.19,901470.0,241,En riesgo,65,3,0.0462,2,VIP Champion,0.0009
719,16930.16,0.4,24,5.54,901254.38,383,Perdido,73,1,0.0137,2,VIP Champion,0.0011
532,14220.47,0.4042,24,6.52,899836.58,18,Activo,64,3,0.0469,2,VIP Champion,0.001
264,14022.38,0.4026,23,6.93,899471.28,5,Activo,63,4,0.0635,2,VIP Champion,0.0044
498,15124.96,0.4,22,6.75,898774.56,21,Activo,68,0,0.0,2,VIP Champion,0.0014
649,15680.32,0.4,23,6.23,898286.97,79,Activo,57,5,0.0877,2,VIP Champion,0.011
121,15039.45,0.4024,22,6.74,896844.35,23,Activo,61,1,0.0164,2,VIP Champion,0.0009
618,15249.43,0.4,22,6.64,891475.13,109,Activo,66,3,0.0455,2,VIP Champion,0.0014
418,14630.73,0.4025,24,6.3,889651.68,87,Activo,63,4,0.0635,2,VIP Champion,0.0009
695,14206.66,0.4042,23,6.72,887185.54,2,Activo,57,2,0.0351,2,VIP Champion,0.0092
304,15198.85,0.4,24,6.07,886195.16,63,Activo,65,4,0.0615,2,VIP Champion,0.0044
680,14031.88,0.4,24,6.57,884544.73,123,Activo,67,6,0.0896,2,VIP Champion,0.001
350,13871.98,0.4052,28,5.62,883903.03,497,Perdido,60,3,0.05,2,VIP Champion,0.0083
85,14181.95,0.4,24,6.46,879461.74,180,En riesgo,55,3,0.0545,2,VIP Champion,0.0009
123,13948.23,0.4026,24,6.52,879026.97,125,Activo,53,3,0.0566,2,VIP Champion,0.0056
314,15261.88,0.4,23,6.25,877389.0,206,En riesgo,52,1,0.0192,2,VIP Champion,0.003
162,13212.64,0.4018,24,6.88,876799.95,38,Activo,61,5,0.082,2,VIP Champion,0.001
319,14226.34,0.4,23,6.69,875916.41,108,Activo,56,1,0.0179,2,VIP Champion,0.0011
253,14647.03,0.4041,23,6.41,873037.98,54,Activo,57,3,0.0526,2,VIP Champion,0.0013
743,14525.82,0.405,23,6.45,872830.22,48,Activo,67,3,0.0448,2,VIP Champion,0.0443
383,14573.93,0.4,23,6.47,867947.8,80,Activo,55,0,0.0,2,VIP Champion,0.0011
540,15886.86,0.4015,21,6.48,867858.87,166,Activo,57,4,0.0702,2,VIP Champion,0.0012
229,13236.1,0.4009,26,6.28,866283.18,150,Activo,63,2,0.0317,2,VIP Champion,0.001
181,14046.99,0.4,23,6.68,863809.89,77,Activo,64,6,0.0938,2,VIP Champion,0.0044
628,14613.34,0.4025,22,6.64,859187.89,3,Activo,61,1,0.0164,2,VIP Champion,0.0077
222,13625.99,0.4053,24,6.48,858689.68,108,Activo,60,5,0.0833,2,VIP Champion,0.0028
404,14438.8,0.4017,22,6.72,857376.87,37,Activo,61,6,0.0984,2,VIP Champion,0.001
729,13980.32,0.4035,25,6.06,854456.9,101,Activo,60,1,0.0167,2,VIP Champion,0.0017
709,15311.53,0.4016,20,6.93,851923.57,8,Activo,54,5,0.0926,2,VIP Champion,0.0013
528,14975.56,0.4024,21,6.72,850730.71,72,Activo,58,2,0.0345,2,VIP Champion,0.001
474,14104.85,0.4017,24,6.23,847123.32,211,En riesgo,61,4,0.0656,2,VIP Champion,0.0009
250,14731.34,0.4033,21,6.79,846831.98,28,Activo,57,3,0.0526,2,VIP Champion,0.0166
270,13034.21,0.4,26,6.24,845946.27,258,En riesgo,63,3,0.0476,2,VIP Champion,0.0051
460,16383.52,0.4,21,6.13,844137.98,288,En riesgo,63,2,0.0317,2,VIP Champion,0.0014
46,15456.71,0.4,20,6.81,842428.46,1,Activo,52,3,0.0577,2,VIP Champion,0.001
23,12712.12,0.4019,26,6.3,836577.09,172,Activo,54,3,0.0556,2,VIP Champion,0.0051
571,15776.27,0.4,21,6.31,835713.31,218,En riesgo,54,3,0.0556,2,VIP Champion,0.001
96,13182.08,0.4046,26,6.03,835685.38,314,En riesgo,67,4,0.0597,2,VIP Champion,0.0095
233,13549.12,0.4,24,6.42,834524.19,113,Activo,64,1,0.0156,2,VIP Champion,0.001
345,14021.11,0.4,22,6.76,834182.89,43,Activo,53,2,0.0377,2,VIP Champion,0.0011
146,13089.08,0.4,24,6.64,834048.73,118,Activo,54,5,0.0926,2,VIP Champion,0.0017
118,13096.0,0.4,24,6.63,833462.06,52,Activo,62,5,0.0806,2,VIP Champion,0.0054
536,14407.19,0.4025,22,6.52,831775.81,156,Activo,63,3,0.0476,2,VIP Champion,0.0013
279,12384.04,0.4,26,6.44,829145.83,34,Activo,63,3,0.0476,2,VIP Champion,0.0017
352,13348.65,0.4,25,6.21,829021.31,228,En riesgo,59,5,0.0847,2,VIP Champion,0.0084
592,16115.85,0.4023,22,5.78,824770.33,312,En riesgo,64,3,0.0469,2,VIP Champion,0.0053
643,12934.62,0.4047,23,6.82,820779.92,39,Activo,57,6,0.1053,2,VIP Champion,0.0022
27,15178.39,0.4008,21,6.42,820326.46,87,Activo,61,2,0.0328,2,VIP Champion,0.0014
90,16034.45,0.4,20,6.38,818777.13,44,Activo,59,2,0.0339,2,VIP Champion,0.0013
726,13736.73,0.4,22,6.77,818262.29,82,Activo,51,1,0.0196,2,VIP Champion,0.0047
2,12744.26,0.4,24,6.66,815106.57,61,Activo,64,6,0.0938,2,VIP Champion,0.0009
652,13149.05,0.4,24,6.46,815066.98,172,Activo,58,3,0.0517,2,VIP Champion,0.001
192,14951.12,0.4,22,6.18,812780.26,47,Activo,54,1,0.0185,2,VIP Champion,0.0013
480,12816.38,0.4047,24,6.52,811920.89,48,Activo,59,1,0.0169,2,VIP Champion,0.0103
725,16255.88,0.4015,21,5.92,811388.09,346,En riesgo,59,2,0.0339,2,VIP Champion,0.0043
611,12411.97,0.4116,23,6.88,808869.71,15,Activo,52,4,0.0769,2,VIP Champion,0.0173
177,14337.31,0.4,22,6.41,808437.23,120,Activo,60,2,0.0333,2,VIP Champion,0.0011
109,12231.69,0.404,27,6.03,804733.67,186,En riesgo,61,1,0.0164,2,VIP Champion,0.0024
616,13928.38,0.4043,21,6.8,804374.85,12,Activo,56,2,0.0357,2,VIP Champion,0.0103
328,15920.53,0.403,20,6.26,803975.46,195,En riesgo,60,6,0.1,2,VIP Champion,0.0041
659,17837.58,0.4,20,5.63,803794.75,287,En riesgo,55,3,0.0545,2,VIP Champion,0.0013
290,12946.42,0.4,23,6.75,803633.86,73,Activo,60,1,0.0167,2,VIP Champion,0.0009
549,12456.97,0.4077,24,6.59,803045.17,27,Activo,51,3,0.0588,2,VIP Champion,0.0133
406,14644.64,0.4025,21,6.47,801196.85,36,Activo,54,4,0.0741,2,VIP Champion,0.0079
717,12795.34,0.4,23,6.8,801023.6,48,Activo,52,1,0.0192,2,VIP Champion,0.0012
203,12602.83,0.4,23,6.87,796903.52,29,Activo,52,3,0.0577,2,VIP Champion,0.0024
202,12723.73,0.401,23,6.79,796175.32,65,Activo,64,2,0.0312,2,VIP Champion,0.0011
284,12873.96,0.4028,24,6.4,796098.82,217,En riesgo,62,2,0.0323,2,VIP Champion,0.0062
459,13521.81,0.4062,22,6.57,794144.12,102,Activo,55,1,0.0182,2,VIP Champion,0.0027
93,13710.75,0.4044,22,6.48,789912.42,104,Activo,58,3,0.0517,2,VIP Champion,0.0018
225,13562.54,0.4027,22,6.56,788248.23,31,Activo,58,5,0.0862,2,VIP Champion,0.003
567,13706.25,0.4009,23,6.21,784837.29,26,Activo,54,3,0.0556,2,VIP Champion,0.001
337,14720.76,0.4,20,6.65,782970.18,104,Activo,55,2,0.0364,2,VIP Champion,0.0011
612,13507.77,0.4,21,6.9,782655.55,14,Activo,53,5,0.0943,2,VIP Champion,0.0009
603,12736.34,0.401,22,6.95,781376.45,4,Activo,52,4,0.0769,2,VIP Champion,0.0013
43,12014.81,0.4,25,6.5,781055.12,43,Activo,53,3,0.0566,2,VIP Champion,0.0012
415,12716.73,0.4,23,6.68,781047.74,55,Activo,45,3,0.0667,2,VIP Champion,0.0011
720,14486.22,0.4,21,6.41,780042.58,140,Activo,60,2,0.0333,2,VIP Champion,0.0013
69,13075.05,0.4,23,6.48,779680.44,33,Activo,59,3,0.0508,2,VIP Champion,0.001
624,11512.61,0.4031,25,6.71,779028.3,37,Activo,55,4,0.0727,2,VIP Champion,0.0045
47,13660.65,0.4009,21,6.76,777810.61,36,Activo,56,2,0.0357,2,VIP Champion,0.001
579,13547.01,0.4027,22,6.48,777490.34,153,Activo,52,1,0.0192,2,VIP Champion,0.002
353,15304.19,0.4032,21,5.99,775557.6,122,Activo,61,4,0.0656,2,VIP Champion,0.0013
158,12176.73,0.402,24,6.59,774599.22,42,Activo,59,5,0.0847,2,VIP Champion,0.0185
496,14696.39,0.4,19,6.93,774398.59,12,Activo,57,4,0.0702,2,VIP Champion,0.001
457,14155.69,0.4,22,6.2,772958.47,38,Activo,53,2,0.0377,2,VIP Champion,0.001
454,13643.89,0.4,23,6.14,770973.18,153,Activo,56,1,0.0179,2,VIP Champion,0.001
95,11056.26,0.4011,25,6.94,769858.64,17,Activo,48,1,0.0208,2,VIP Champion,0.005
325,12790.18,0.4,23,6.54,769130.45,153,Activo,59,5,0.0847,2,VIP Champion,0.001
599,12130.54,0.404,23,6.79,765055.62,56,Activo,51,4,0.0784,2,VIP Champion,0.0031
35,14846.49,0.4008,22,5.84,764282.58,54,Activo,58,2,0.0345,2,VIP Champion,0.0013
70,12171.12,0.404,23,6.75,763572.34,43,Activo,54,2,0.037,2,VIP Champion,0.0027
518,15022.59,0.4,22,5.76,761302.68,329,En riesgo,63,4,0.0635,2,VIP Champion,0.0013
330,13691.73,0.4,21,6.62,761196.1,69,Activo,52,5,0.0962,2,VIP Champion,0.0009
545,13678.37,0.4053,25,5.49,760503.81,188,En riesgo,67,5,0.0746,2,VIP Champion,0.0034
495,14117.69,0.4034,20,6.68,760400.22,110,Activo,55,2,0.0364,2,VIP Champion,0.0034
596,13831.36,0.4,20,6.86,759303.52,19,Activo,51,3,0.0588,2,VIP Champion,0.0012
749,12094.22,0.404,23,6.75,758500.02,55,Activo,57,2,0.0351,2,VIP Champion,0.004
300,13240.16,0.4,21,6.82,758021.71,3,Activo,56,1,0.0179,2,VIP Champion,0.0009
731,13337.49,0.4027,21,6.7,756066.86,100,Activo,49,2,0.0408,2,VIP Champion,0.001
425,13241.55,0.4009,21,6.76,753407.82,42,Activo,63,2,0.0317,2,VIP Champion,0.0013
593,13938.55,0.4,20,6.75,753280.98,2,Activo,61,4,0.0656,2,VIP Champion,0.0013
645,12377.39,0.4058,23,6.52,753225.13,129,Activo,62,1,0.0161,2,VIP Champion,0.0047
654,14478.25,0.4,20,6.49,752323.77,44,Activo,55,4,0.0727,2,VIP Champion,0.0042
254,13146.24,0.4,21,6.79,749913.52,40,Activo,51,3,0.0588,2,VIP Champion,0.001
658,13064.71,0.4019,21,6.78,747175.0,39,Activo,47,3,0.0638,2,VIP Champion,0.0047
646,12916.99,0.4,21,6.88,746340.67,15,Activo,51,2,0.0392,2,VIP Champion,0.001
588,12264.14,0.403,22,6.85,745132.1,9,Activo,49,4,0.0816,2,VIP Champion,0.0092
508,13329.4,0.4,22,6.34,743899.98,40,Activo,58,5,0.0862,2,VIP Champion,0.0034
506,12938.62,0.4019,22,6.48,741096.41,49,Activo,54,3,0.0556,2,VIP Champion,0.001
602,12316.94,0.4068,23,6.42,740028.69,0,Activo,55,5,0.0909,2,VIP Champion,0.0204
351,11980.44,0.406,23,6.58,736464.59,123,Activo,53,5,0.0943,2,VIP Champion,0.0127
668,10787.26,0.4,26,6.56,735457.49,53,Activo,54,1,0.0185,2,VIP Champion,0.009
105,12896.07,0.4019,23,6.17,735376.53,196,En riesgo,59,1,0.0169,2,VIP Champion,0.0051
490,14287.16,0.4017,20,6.38,731985.86,162,Activo,49,4,0.0816,2,VIP Champion,0.0012
21,11150.97,0.4032,25,6.5,730737.6,136,Activo,55,1,0.0182,2,VIP Champion,0.015
234,12776.09,0.4028,22,6.45,730441.11,176,Activo,54,2,0.037,2,VIP Champion,0.001
535,14118.24,0.4,20,6.45,728046.9,105,Activo,61,6,0.0984,2,VIP Champion,0.001
346,12583.52,0.4038,21,6.81,726993.28,50,Activo,58,5,0.0862,2,VIP Champion,0.0141
689,10867.55,0.4089,24,6.8,725297.35,59,Activo,53,1,0.0189,2,VIP Champion,0.0684
524,12456.38,0.4029,23,6.28,725074.39,75,Activo,52,4,0.0769,2,VIP Champion,0.0036
248,13046.49,0.4,20,6.92,722493.21,2,Activo,49,4,0.0816,2,VIP Champion,0.0011
42,11025.4,0.4066,25,6.4,717693.43,9,Activo,65,3,0.0462,2,VIP Champion,0.0416
484,11875.54,0.4051,25,5.96,717201.86,84,Activo,53,2,0.0377,2,VIP Champion,0.0113
305,13492.77,0.4,20,6.62,714702.95,58,Activo,50,3,0.06,2,VIP Champion,0.0067
547,14177.1,0.4026,19,6.59,714659.7,120,Activo,48,3,0.0625,2,VIP Champion,0.0013
619,12547.94,0.4,22,6.46,713898.74,171,Activo,58,0,0.0,2,VIP Champion,0.001
564,12364.23,0.4029,24,5.97,713387.82,98,Activo,55,7,0.1273,2,VIP Champion,0.0026
465,13597.63,0.4,22,5.95,712343.95,257,En riesgo,52,3,0.0577,2,VIP Champion,0.0014
59,13618.07,0.4035,21,6.17,712267.46,233,En riesgo,61,2,0.0328,2,VIP Champion,0.0009
485,12663.88,0.4038,21,6.62,710424.73,122,Activo,59,4,0.0678,2,VIP Champion,0.0025
734,13252.03,0.4,21,6.36,707487.26,223,En riesgo,56,2,0.0357,2,VIP Champion,0.001
747,12321.14,0.4,23,6.24,707397.83,38,Activo,51,2,0.0392,2,VIP Champion,0.001
216,14085.63,0.4,20,6.25,704758.51,101,Activo,48,5,0.1042,2,VIP Champion,0.0013
