customer_id,ingresos,margen_total,frecuencia,primera_compra,ultima_compra,anios_relacion,margen_ratio,cltv
26,19362.690000000002,7805.47,28,2020-01-08,2025-12-18,6.943874058863792,0.4031190914072373,1517605.6182067078
27,15178.390000000001,6083.71,21,2020-05-03,2025-10-04,6.420944558521561,0.40081392031697693,820326.4570225873
28,5624.97,2262.15,17,2020-05-18,2025-01-27,5.695414099931554,0.4021621448647726,219025.9771047228
29,6198.53,2479.6,15,2020-01-08,2025-12-25,6.963039014373717,0.4000303297717362,258983.273100616
30,9968.79,3999.7500000000005,19,2020-09-21,2025-01-31,5.361396303901437,0.4012272301854087,407440.6524640658
31,14877.65,5975.420000000001,27,2020-04-15,2025-12-19,6.678302532511978,0.401637355361902,1077452.8880082136
32,13250.050000000001,5300.400000000001,29,2020-03-12,2025-12-17,6.765913757700205,0.40002867913705986,1039999.4291581109
33,8574.25,3465.8900000000003,15,2020-03-14,2025-12-06,6.730321697467488,0.4042207773274631,349898.3200205339
34,15273.41,6109.72,28,2020-02-10,2025-09-16,6.598904859685147,0.4000233084818649,1128888.907980835
35,14846.49,5950.910000000001,22,2021-01-04,2025-11-06,5.837782340862423,0.4008294216343392,764282.5808213555
36,10650.35,4272.39,18,2020-04-13,2025-08-24,6.363449691991787,0.40115019694188453,489368.49893223826
37,11391.95,4593.01,18,2020-01-11,2025-12-01,6.88911704312115,0.40318031592484166,569552.1024640658
38,9352.49,3741.2400000000002,20,2020-01-23,2025-06-11,6.382614647501711,0.4000260893088365,477577.86447638605
39,4988.31,1995.44,12,2020-03-12,2025-04-14,6.089664613278576,0.40002325436871405,145818.72427104722
40,7992.71,3233.2500000000005,15,2020-02-18,2025-10-30,6.6974674880219025,0.4045248732907863,324818.8013347023
41,6872.06,2796.96,14,2020-10-03,2024-01-26,4.312799452429843,0.407004595419714,168878.18579055445
42,11025.4,4482.42,25,2020-07-26,2025-12-21,6.404517453798768,0.4065539572260417,717693.4281314168
43,12014.81,4806.240000000001,25,2020-05-18,2025-11-17,6.500342231348392,0.4000263008736718,781055.1211498975
44,15183.98,6145.900000000001,24,2020-02-29,2025-07-21,6.390828199863107,0.4047621242915231,942657.3848049282
45,11597.57,4735.24,21,2020-06-06,2025-11-25,6.470225872689938,0.4082958757739768,643399.5195893223
46,15456.710000000001,6183.000000000001,20,2020-03-07,2025-12-29,6.812457221081451,0.4000204441954336,842428.4599589324
47,13660.65,5476.51,21,2020-02-19,2025-11-24,6.763175906913073,0.4008967362460791,777810.6102053388
48,9006.550000000001,3602.8800000000006,19,2020-04-29,2025-03-08,5.856947296372348,0.4000288678794877,400935.68722792616
49,12591.140000000001,5036.76,21,2020-01-12,2025-06-30,6.464750171115674,0.40002414396154756,683789.2965092403
50,12404.68,4962.200000000001,18,2020-05-14,2025-09-12,6.330595482546201,0.4000264416333191,565446.2562628337
51,8838.49,3571.6100000000006,18,2020-02-17,2025-09-25,6.604380561259411,0.4040973062140706,424588.8898151951
52,11107.130000000001,4479.05,16,2020-10-22,2025-10-20,5.993839835728953,0.4032589876952912,429547.3330595483
53,17803.5,7133.750000000001,26,2020-03-05,2025-05-26,6.223819301848049,0.400693683826214,1154378.4445585217
54,5658.75,2275.67,14,2020-03-20,2025-05-25,6.1800136892539355,0.4021506516456815,196891.40453114305
55,9281.6,3736.82,13,2020-01-09,2025-07-13,6.508555783709788,0.40260515428374416,316176.91850787133
56,11069.29,4464.01,19,2020-07-13,2025-10-23,6.278576317590692,0.4032788010793827,532524.9218822725
57,12541.95,5053.09,23,2020-04-28,2025-05-18,6.054072553045859,0.40289508409776786,703610.7899726215
58,13535.08,5462.320000000001,28,2020-02-09,2025-10-12,6.672826830937714,0.40356761836649657,1020575.2327446955
59,13618.07,5495.56,21,2020-03-09,2025-05-11,6.171800136892539,0.4035491079132359,712267.4571663245
60,10651.92,4261.04,22,2020-04-07,2025-12-28,6.724845995893224,0.4000255353025558,630406.431211499
61,10257.970000000001,4103.360000000001,15,2020-03-22,2025-10-10,6.552361396303901,0.40001676745009,403300.4648870637
62,10108.66,4091.6400000000003,21,2020-01-21,2025-12-14,6.897330595482546,0.404765814657927,592649.2689117043
63,12540.35,5052.410000000001,22,2021-02-10,2025-12-09,5.826830937713894,0.4028922637725423,647669.8557563314
64,12538.23,5027.59,22,2020-06-08,2025-08-23,6.207392197125257,0.4009808401983374,686580.9045995894
65,13307.54,5383.27,19,2020-02-29,2024-09-06,5.520191649555099,0.40452780904660063,564616.9599247092
66,9351.07,3740.6000000000004,15,2020-04-24,2025-09-19,6.404517453798768,0.4000183936169872,359351.0698151951
67,10974.12,4425.89,20,2020-03-05,2025-10-03,6.579739904175223,0.4033024971478351,582424.1008898015
68,6489.32,2595.88,12,2020-07-08,2025-06-01,5.898015058179329,0.4000234231013419,183726.4719507187
69,13075.050000000001,5230.400000000001,23,2020-06-04,2025-11-27,6.4811772758384665,0.4000290629863748,779680.441341547
70,12171.12,4916.72,23,2020-02-16,2025-11-17,6.752224503764545,0.4039661099389374,763572.337029432
71,6339.57,2536.0,14,2020-06-26,2025-07-11,6.040383299110198,0.40002713117766664,214457.76865160847
72,16571.850000000002,6653.1,29,2020-02-11,2025-12-10,6.8288843258042435,0.40146996261733,1317564.2589322382
73,10054.54,4022.0400000000004,17,2020-04-02,2025-09-04,6.423682409308693,0.4000222784930986,439217.229158111
74,8304.19,3321.88,11,2020-02-22,2025-10-15,6.645448323066393,0.4000245659119071,242829.2006297057
75,10700.460000000001,4292.43,17,2020-03-21,2025-08-09,6.385352498288843,0.40114443678122247,465947.5366119096
76,11993.800000000001,4809.790000000001,17,2020-03-18,2025-08-10,6.3963039014373715,0.4010230285647585,523002.9352156059
77,6861.66,2744.84,15,2020-02-24,2025-11-25,6.752224503764545,0.4000256497698808,278006.63860369613
78,8630.07,3452.2000000000003,15,2020-02-23,2025-09-04,6.530458590006845,0.4000199303134274,338166.73716632446
79,7541.990000000001,3017.0000000000005,16,2020-03-02,2025-12-05,6.760438056125941,0.40002704856410576,326339.8658453115
80,10081.210000000001,4116.6900000000005,20,2020-06-04,2025-12-29,6.568788501026694,0.4083527671777495,540833.3186858317
81,11743.89,4769.780000000001,21,2020-01-12,2025-12-07,6.90280629705681,0.40614992136336436,691422.2158110884
82,11859.95,4792.240000000001,23,2020-02-29,2025-01-05,5.851471594798084,0.4040691571212358,644958.093415469
83,17082.12,6833.280000000001,24,2020-03-05,2025-11-09,6.68104038329911,0.4000252896010566,1095682.0711293637
84,17452.59,6981.400000000001,25,2020-01-27,2025-11-14,6.798767967145791,0.4000208565032468,1186622.9671457906
85,14181.95,5673.120000000001,24,2020-01-17,2025-07-03,6.45927446954141,0.4000239741361379,879461.7402874744
86,12743.2,5097.56,16,2020-12-17,2025-11-05,5.884325804243669,0.400021972502982,479931.2615468857
87,8085.54,3270.3700000000003,17,2020-08-08,2025-09-06,6.078713210130048,0.4044714391370274,337953.9024572211
88,10316.25,4126.8,20,2020-03-15,2025-12-08,6.73305954825462,0.40002908033442386,555719.8028747434
89,11966.43,4786.920000000001,18,2020-11-12,2025-11-01,5.969199178644764,0.40002908135509097,514333.42078028753
90,16034.45,6414.12,20,2020-06-29,2025-11-16,6.382614647501711,0.4000212043443959,818777.1252566734
91,9358.14,3743.52,17,2020-05-17,2025-10-31,6.456536618754278,0.4000282107341844,410892.95737166324
92,11521.02,4608.6,19,2020-02-02,2025-12-08,6.848049281314168,0.4000166651911029,599638.4784394251
93,13710.75,5544.59,22,2020-03-27,2025-09-17,6.475701574264202,0.40439727950695625,789912.4242162902
94,13195.29,5326.360000000001,22,2020-10-28,2024-08-26,4.827515400410677,0.40365615306673824,565687.8684188912
95,11056.26,4434.75,25,2020-01-03,2025-12-13,6.943874058863792,0.40110760781674815,769858.6370636551
96,13182.08,5333.2300000000005,26,2020-02-10,2025-02-19,6.026694045174538,0.40458182623683064,835685.3825462012
97,16887.08,6755.120000000001,21,2020-02-16,2025-11-08,6.727583846680356,0.4000170544582012,954358.3600821357
98,17136.81,6879.14,27,2020-03-28,2025-12-18,6.724845995893224,0.401424769254021,1249051.2412731007
99,10392.970000000001,4205.400000000001,16,2021-06-24,2025-03-30,4.7645448323066395,0.4046389049520974,320589.06940451753
100,10224.25,4161.900000000001,20,2020-03-28,2024-10-25,5.577686516084873,0.4070616426632761,464275.47022587276
101,8278.24,3311.5200000000004,17,2020-02-26,2025-12-20,6.815195071868583,0.40002705889174517,383667.1313347023
102,14372.33,5749.280000000001,24,2020-02-26,2025-11-24,6.7440109514031485,0.40002421319298964,930556.9747843945
103,12621.27,5108.750000000001,18,2020-01-29,2025-11-15,6.796030116358659,0.40477305374181843,624945.9394250514
104,10178.82,4143.7,18,2020-02-05,2025-04-30,6.232032854209446,0.40709040930088164,464826.1416837782
105,12896.07,5182.780000000001,23,2020-04-16,2025-06-17,6.169062286105407,0.4018883272190676,735376.530609172
106,12306.2,4982.710000000001,18,2020-09-17,2025-12-09,6.2265571526351815,0.404894280931563,558452.3146201232
107,12441.470000000001,4988.830000000001,18,2020-01-31,2025-02-23,6.065023956194388,0.4009839673286196,544632.7223408625
108,9668.06,3891.5000000000005,22,2020-01-07,2025-12-09,6.921971252566735,0.4025109484219172,592610.724845996
109,12231.69,4941.000000000001,27,2020-06-15,2025-06-27,6.032169746748802,0.40395072144568744,804733.6694045176
110,13669.06,5539.9400000000005,29,2020-01-20,2025-11-14,6.817932922655715,0.405290488153538,1095357.2401505818
111,11706.15,4718.7300000000005,23,2020-07-18,2025-09-03,6.127994524298426,0.40309837136889587,665076.0868377824
112,14876.130000000001,5950.8,24,2020-02-25,2025-08-16,6.47296372347707,0.40002339318088775,924463.5006160164
113,12379.460000000001,4952.04,17,2020-01-17,2025-12-10,6.897330595482546,0.4000206794157419,580649.5690349075
114,11593.03,4637.52,19,2020-01-12,2025-07-24,6.530458590006845,0.4000265676876537,575417.5140862423
115,12151.25,4884.700000000001,15,2020-01-11,2024-06-19,5.438056125941136,0.4019915646538423,398449.0913757701
116,11139.23,4479.900000000001,21,2020-09-08,2025-10-21,6.117043121149897,0.40217322023156005,575478.571047228
117,15313.32,6125.68,26,2020-02-21,2025-10-10,6.634496919917864,0.40002298652415025,1056660.9324024639
118,13096.0,5238.72,24,2020-03-23,2025-11-08,6.6290212183436,0.40002443494196704,833462.0648870636
119,7097.360000000001,2875.05,16,2020-01-19,2025-12-08,6.886379192334018,0.4050872437075194,316778.9519507187
120,5578.85,2255.6600000000003,12,2020-02-04,2024-10-25,5.722792607802875,0.40432347168323224,154904.09248459962
121,15039.45,6052.09,22,2020-03-13,2025-12-07,6.735797399041752,0.4024143170129227,896844.3457768653
122,11184.5,4486.070000000001,18,2020-05-09,2025-09-03,6.319644079397673,0.40109705395860346,510306.5828747434
123,13948.23,5615.570000000001,24,2020-02-18,2025-08-27,6.522245037645448,0.4026009034838113,879026.9655852157
124,9338.050000000001,3747.4300000000003,15,2020-01-10,2025-07-27,6.544147843942505,0.40130755350421127,367856.03932238196
125,10638.05,4291.570000000001,24,2020-03-13,2025-12-21,6.774127310061601,0.4034169796156251,697719.3969609857
126,10626.380000000001,4286.7300000000005,17,2020-01-06,2025-11-03,6.8261464750171115,0.4034045460448431,497451.39694045176
127,10955.85,4394.59,17,2020-09-18,2025-10-28,6.108829568788501,0.40111812410721215,456378.62268993835
128,11980.880000000001,4852.63,21,2020-02-10,2025-10-18,6.686516084873374,0.4050311830182758,681390.9595277207
129,10006.61,4050.88,16,2020-05-31,2025-10-27,6.4072553045859,0.40482041370654,415280.3578918549
130,12059.4,4836.030000000001,20,2020-03-22,2025-12-30,6.774127310061601,0.40101746355540085,655197.6579055442
131,11634.81,4690.13,18,2020-05-13,2025-10-16,6.426420260095825,0.4031118686080822,542533.4361806981
132,12836.550000000001,5134.88,17,2020-09-22,2025-11-10,6.13347022587269,0.4000202546634415,535408.7710882957
133,11643.300000000001,4669.59,20,2020-03-24,2025-10-28,6.596167008898015,0.40105382494653574,616027.9100616017
134,14418.03,5791.54,27,2020-04-26,2025-10-16,6.47296372347707,0.40168733176446436,1012187.5647227925
135,9729.25,3927.9300000000003,17,2020-05-31,2025-08-04,6.177275838466803,0.4037238224940258,412486.4204312115
136,12794.56,5118.160000000001,21,2020-11-06,2025-07-07,5.6652977412731005,0.4000262611609935,608913.906036961
137,16644.65,6670.27,26,2020-07-07,2025-12-20,6.453798767967146,0.40074558491767626,1119263.0880082138
138,15837.17,6347.150000000001,22,2020-01-08,2025-12-08,6.916495550992471,0.4007755173430607,965800.764202601
139,8309.81,3324.1200000000003,16,2020-09-29,2025-12-23,6.232032854209446,0.40002358658019865,331456.4008213553
140,21428.61,8619.92,28,2020-04-04,2025-07-14,6.27583846680356,0.40226220926135664,1514722.3144695417
141,15491.49,6244.92,28,2021-04-11,2025-11-23,5.618754277891855,0.4031193900651261,982482.7870225874
142,12566.67,5098.900000000001,21,2021-02-22,2025-09-28,5.596851471594798,0.40574790298464114,599293.5053388091
143,9966.92,3987.0000000000005,19,2020-01-02,2025-09-06,6.678302532511978,0.4000232770003171,505901.45174537995
144,9421.73,3828.8700000000003,15,2020-02-11,2025-07-31,6.467488021902806,0.40638714970605194,371447.562936345
145,7507.62,3015.27,16,2020-01-01,2025-06-07,6.431895961670089,0.40162794600685703,310302.4469815195
146,13089.08,5235.92,24,2020-01-14,2025-09-03,6.637234770704997,0.40002200307431846,834048.726735113
147,11442.27,4649.14,21,2020-06-06,2025-10-02,6.322381930184805,0.4063127333999285,617266.413264887
148,16577.850000000002,6643.55,30,2020-01-26,2025-05-19,6.3114305270362765,0.4007485892320174,1257909.1283367556
149,15023.81,6057.8,25,2020-02-16,2025-11-18,6.754962354551677,0.4032132994227164,1023005.2737850787
150,6037.04,2415.0000000000005,16,2020-01-19,2024-11-16,5.826830937713894,0.40003047851264867,225148.7474332649
151,6547.16,2630.9500000000003,13,2020-05-23,2024-12-10,5.550308008213553,0.4018459912389495,189833.57710472285
152,14183.51,5685.75,24,2020-01-17,2025-10-21,6.760438056125941,0.40087044744213524,922515.8562628337
153,11571.98,4665.05,20,2020-05-27,2025-05-03,5.933607118412047,0.4031332580941205,553611.4777549624
154,10051.76,4020.9600000000005,18,2020-05-26,2025-05-27,6.002053388090349,0.40002546817671736,434412.29864476394
155,10142.98,4069.4700000000003,22,2020-03-08,2025-12-02,6.735797399041752,0.4012104923799515,603044.7597125258
156,14788.68,5951.77,23,2020-03-10,2025-12-15,6.765913757700205,0.4024544448862238,926190.7380903491
157,12409.16,4987.9400000000005,22,2020-07-06,2025-10-02,6.240246406570842,0.40195629680010575,684771.4425462013
158,12176.73,4895.02,24,2020-04-15,2025-11-18,6.593429158110883,0.4019979091266703,774599.2223408625
159,10347.300000000001,4139.200000000001,18,2020-03-03,2025-06-28,6.319644079397673,0.4000270601992791,470848.8739219713
160,7264.97,2942.17,17,2020-02-24,2025-04-11,6.127994524298426,0.40498033715211484,306503.2280424367
161,12098.35,4863.620000000001,21,2020-01-12,2025-08-24,6.61533196440794,0.4020068852364166,675663.6778234087
162,13212.64,5309.38,24,2020-01-05,2025-11-22,6.880903490759754,0.40184096440983785,876799.9530184804
163,18357.350000000002,7379.330000000001,31,2020-03-26,2025-11-25,6.66735112936345,0.40198231226184605,1525218.1104928134
164,12716.75,5087.0,19,2020-06-11,2025-09-20,6.27583846680356,0.400023590933218,606578.6153319645
165,13604.19,5442.000000000001,19,2020-05-16,2025-12-15,6.582477754962355,0.4000238161919233,680615.0349075977
166,13955.23,5618.450000000001,27,2020-01-19,2025-12-04,6.87542778918549,0.4026053314778761,1042989.676078029
167,9676.82,3906.8900000000003,17,2020-01-06,2025-01-06,6.002053388090349,0.4037369714430981,398639.1601437373
168,14967.630000000001,5987.360000000001,26,2020-01-27,2025-12-23,6.905544147843942,0.4000205777400965,1074995.4490349076
169,5703.26,2293.4300000000003,12,2020-09-19,2025-05-22,5.670773442847365,0.4021261524110772,156066.2632443532
170,8887.77,3555.28,12,2020-12-27,2025-12-29,6.004791238877481,0.4000193524359879,256184.57034907598
171,16096.42,6462.900000000001,26,2020-05-30,2025-10-16,6.379876796714579,0.40151164047657806,1072045.149486653
172,7063.06,2861.4100000000003,12,2020-12-05,2025-08-02,5.657084188911704,0.4051232751810122,194246.8472279261
173,12822.300000000001,5129.240000000001,20,2021-01-21,2025-08-20,5.577686516084873,0.40002495652106096,572185.8557152636
174,10653.51,4261.68,19,2020-08-15,2025-10-05,6.138945927446954,0.4000259069546093,497082.2385215607
175,16408.21,6623.67,28,2020-04-03,2025-09-28,6.486652977412731,0.4036802308112829,1203032.5643531827
176,11367.41,4547.240000000001,17,2020-01-13,2025-08-12,6.579739904175223,0.40002427993711853,508634.1601916497
177,14337.31,5735.24,22,2020-04-05,2025-09-01,6.4072553045859,0.40002204039669925,808437.2320876112
178,12897.18,5159.16,18,2020-02-08,2025-07-13,6.426420260095825,0.4000223304629384,596788.7462833676
179,8843.68,3597.7100000000005,16,2020-03-19,2025-11-20,6.672826830937714,0.40681141787129343,384110.33308692684
180,10631.23,4288.7300000000005,21,2020-09-26,2025-12-21,6.234770704996578,0.4034086366300043,561524.2114784395
181,14046.99,5619.12,23,2020-02-07,2025-10-14,6.683778234086242,0.4000230654396422,863809.8948665297
182,14751.84,5961.070000000001,24,2020-02-01,2025-11-22,6.806981519507187,0.4040899304764694,973845.4398357291
183,24922.0,10005.37,33,2020-01-05,2025-10-18,6.7850787132101305,0.4014673782200466,2240278.3591581113
184,10255.28,4102.360000000001,21,2020-07-08,2025-05-23,5.87337440109514,0.40002418266492973,505988.6203696099
185,6222.17,2524.9700000000003,11,2020-11-21,2025-07-21,5.662559890485968,0.4058021558395223,157275.73231348392
186,9726.57,3950.7900000000004,18,2020-01-19,2025-08-18,6.579739904175223,0.4061853253510745,467913.0710882957
187,15409.09,6199.97,28,2020-02-08,2025-06-06,6.325119780971937,0.40235795884117753,1098035.4808761121
188,11362.62,4545.32,16,2020-01-18,2025-12-11,6.897330595482546,0.40002393814102727,501609.1952361396
189,12680.73,5096.540000000001,19,2020-02-09,2025-11-06,6.7412731006160165,0.4019121927523101,652786.1921560576
190,8720.16,3488.32,18,2020-01-10,2025-04-04,6.232032854209446,0.40002935725949984,391307.8472279261
191,14493.630000000001,5833.81,28,2020-01-22,2025-12-02,6.861738535249829,0.4025085503079629,1120842.2087611228
192,14951.12,5980.72,22,2020-09-09,2025-11-13,6.177275838466803,0.40001819261700794,812780.257357974
193,10107.58,4067.26,18,2020-01-07,2025-01-25,6.0513347022587265,0.4023970129348469,443022.32845995895
194,7869.2300000000005,3147.88,17,2020-05-19,2025-08-02,6.204654346338125,0.4000238905204194,332035.62450376456
195,15477.220000000001,6251.1900000000005,24,2020-09-21,2025-12-11,6.221081451060917,0.4038961777373456,933339.8917453799
196,11846.41,4786.8,21,2020-04-25,2025-10-20,6.486652977412731,0.4040717820841926,652056.5199178645
197,9784.02,3913.8800000000006,18,2020-06-21,2025-12-06,6.45927446954141,0.40002780043376857,455054.85289527726
198,19748.36,7899.840000000001,28,2020-02-21,2025-10-06,6.623545516769336,0.40002511600963325,1465098.594825462
199,6828.62,2743.63,17,2020-05-07,2025-12-12,6.598904859685147,0.4017839622061266,307784.2067830253
200,6330.4400000000005,2556.34,16,2020-09-26,2025-09-25,5.996577686516085,0.40381711223864375,245268.6624503765
201,12127.91,4923.42,23,2020-10-01,2025-07-29,5.824093086926762,0.405957827853274,659512.49687885
202,12723.73,5101.83,23,2020-01-13,2025-10-26,6.7850787132101305,0.40096968420423884,796175.3170225873
203,12602.83,5041.400000000001,23,2020-01-17,2025-12-01,6.8726899383983575,0.40002126506506874,796903.518275154
204,11874.74,4750.200000000001,17,2020-07-23,2025-11-23,6.336071184120465,0.4000256005605176,511659.2907597536
205,9011.01,3652.5200000000004,13,2020-01-15,2025-11-24,6.859000684462697,0.4053396900014538,325684.283340178
206,7971.79,3200.9100000000003,13,2020-07-03,2025-11-25,6.3963039014373715,0.4015296439068265,266161.91057494865
207,12105.4,4866.42,21,2020-03-09,2025-08-12,6.426420260095825,0.40200406430188185,656746.8617248461
208,9538.18,3815.6400000000003,19,2020-04-24,2025-06-02,6.106091718001369,0.40003858178394625,442674.3082546201
209,8907.09,3563.0000000000005,12,2020-01-27,2025-11-19,6.812457221081451,0.4000184122985173,291273.4209445586
210,13350.91,5376.610000000001,18,2020-05-08,2024-04-14,4.9342915811088295,0.4027148711211446,477535.7062422998
211,11265.87,4518.63,21,2020-02-26,2025-09-08,6.533196440793977,0.4010901954309787,619943.0460985625
212,21281.510000000002,8513.08,34,2020-01-20,2025-08-05,6.541409993155373,0.40002236683393233,1893376.5838740587
213,12331.81,4956.9800000000005,20,2020-03-31,2025-07-23,6.3114305270362765,0.40196694564707053,625712.6978781656
214,19872.08,7985.250000000001,29,2020-05-20,2025-12-22,6.590691307323751,0.40183262144677356,1526221.2150924027
215,10701.880000000001,4281.000000000001,18,2020-02-27,2025-09-30,6.590691307323751,0.40002317349848815,507865.4907597537
216,14085.630000000001,5634.52,20,2020-06-19,2025-09-20,6.253935660506502,0.4000190264830185,704758.511156742
217,17825.97,7166.77,27,2020-02-13,2025-12-02,6.801505817932923,0.40204095485406965,1316110.3519712526
218,10215.36,4182.360000000001,18,2020-08-07,2025-08-28,6.0568104038329915,0.4094187576355606,455971.70809034916
219,9680.91,3896.5800000000004,22,2020-01-25,2025-10-17,6.727583846680356,0.40250141773862175,576720.5106365504
220,13090.33,5284.400000000001,18,2020-06-19,2025-02-03,5.6269678302532515,0.40368730200078995,535232.6784394252
221,9784.470000000001,3914.0400000000004,19,2020-04-29,2025-11-28,6.582477754962355,0.40002575509966304,489517.5434086243
222,13625.99,5522.740000000001,24,2020-03-22,2025-09-13,6.478439425051334,0.40530926560198566,858689.6772073922
223,9251.19,3700.7200000000003,17,2020-01-25,2025-12-07,6.867214236824093,0.40002637498527216,432031.83019849425
224,10279.48,4112.040000000001,19,2020-01-27,2025-10-01,6.678302532511978,0.40002412573398666,521767.4957700206
225,13562.54,5461.330000000001,22,2020-05-08,2025-11-29,6.560574948665297,0.40267752205707785,788248.2252566736
226,15542.76,6217.52,25,2020-04-10,2025-12-13,6.675564681724846,0.40002676487316285,1037636.4229979466
227,12464.960000000001,4986.200000000001,18,2020-06-02,2025-12-16,6.538672142368241,0.40001732857546274,586856.2866529775
228,22268.34,8907.84,30,2020-01-12,2025-12-22,6.943874058863792,0.4000226330296735,1855647.5728952773
229,13236.1,5306.710000000001,26,2020-04-22,2025-08-02,6.278576317590692,0.4009270102220443,866283.1769883643
230,16722.34,6689.320000000001,24,2020-06-25,2025-10-07,6.284052019164956,0.4000229632934147,1008864.8364681727
231,16619.96,6648.320000000001,24,2020-01-27,2025-09-18,6.642710472279261,0.40002021665515447,1059908.757289528
232,9206.74,3706.94,21,2020-01-30,2025-09-13,6.620807665982204,0.40263328822145517,515401.6721560575
233,13549.12,5420.0,24,2020-04-09,2025-09-08,6.415468856947296,0.40002597954701113,834524.1889117042
234,12776.09,5146.7300000000005,22,2020-01-24,2025-07-07,6.451060917180014,0.40284077522935424,730441.1125941137
235,11917.67,4815.320000000001,17,2020-01-19,2025-09-04,6.626283367556468,0.404048777991,542430.4720328543
236,9172.11,3669.0400000000004,13,2020-03-21,2025-11-11,6.642710472279261,0.40002136912880465,316840.81560574955
237,7396.35,2982.7400000000002,17,2020-02-15,2025-08-02,6.462012320328542,0.40327188410499776,327666.54468172486
238,10241.25,4156.75,19,2020-01-01,2025-12-23,6.976728268309377,0.40588307091419507,551009.789356605
239,10829.84,4332.200000000001,22,2020-01-06,2025-02-22,6.130732375085558,0.40002437709144373,584310.2934976046
240,11454.91,4582.2,19,2020-10-30,2025-10-25,5.985626283367557,0.4000206025189198,521119.39835728955
241,14192.66,5713.410000000001,25,2020-06-22,2025-11-13,6.393566050650239,0.4025609011982251,913226.6052361398
242,8120.24,3320.34,19,2020-01-27,2025-07-19,6.475701574264202,0.40889678137591995,408529.0883367557
243,9078.87,3655.7000000000003,16,2020-06-09,2025-05-13,5.9253935660506505,0.4026602429597516,346583.3801505818
244,11342.4,4597.27,23,2020-05-26,2025-10-03,6.3552361396303905,0.4053172168147835,671984.938295688
245,11603.28,4653.59,23,2020-06-11,2025-11-05,6.401779603011636,0.4010581490750891,685198.9234839152
246,12480.53,4992.4800000000005,18,2020-04-22,2025-10-14,6.478439425051334,0.40002147344704114,582182.6266940453
247,12259.130000000001,4916.030000000001,20,2020-03-08,2025-02-27,5.974674880219028,0.40100969644664836,587433.619028063
248,13046.49,5218.84,20,2020-01-26,2025-12-28,6.921971252566735,0.40001870234829445,722493.2090349076
249,15903.37,6445.6900000000005,25,2020-01-28,2025-05-12,6.286789869952088,0.4053034042470244,1013067.4649212868
250,14731.34,5940.84,21,2020-02-18,2025-12-02,6.7878165639972625,0.40327899566502434,846831.9752772074
