customer_id,ingresos,margen_ratio,frecuencia,anios_relacion,cltv,dias_ultima_compra,estado_churn,items_comprados,items_devueltos,return_rate
468,17868.43,0.4027,27,6.61,1283667.44,114,Activo,73,4,0.0548
665,18164.13,0.402,28,6.26,1280909.54,21,Activo,74,7,0.0946
148,16577.85,0.4007,30,6.31,1257909.13,225,En riesgo,73,1,0.0137
98,17136.81,0.4014,27,6.72,1249051.24,12,Activo,77,5,0.0649
293,15719.81,0.4,29,6.72,1226351.52,35,Activo,61,0,0.0
25,17297.28,0.4021,27,6.41,1203229.69,116,Activo,64,3,0.0469
175,16408.21,0.4037,28,6.49,1203032.56,93,Activo,71,0,0.0
629,13257.48,0.4009,33,6.83,1197332.78,55,Activo,64,5,0.0781
476,16381.75,0.4,28,6.52,1196749.52,65,Activo,75,2,0.0267
718,19241.35,0.4,26,5.98,1196211.79,335,En riesgo,69,6,0.087
3,19862.51,0.4006,24,6.22,1188614.55,53,Activo,72,5,0.0694
84,17452.59,0.4,25,6.8,1186622.97,46,Activo,62,4,0.0645
251,16686.8,0.4,27,6.56,1181921.6,111,Activo,66,2,0.0303
289,16354.96,0.4008,27,6.67,1180388.64,8,Activo,61,3,0.0492
14,19501.69,0.4019,22,6.84,1179750.97,31,Activo,57,0,0.0
295,17630.54,0.4021,28,5.92,1174985.06,32,Activo,69,5,0.0725
53,17803.5,0.4007,26,6.22,1154378.44,218,En riesgo,60,3,0.05
481,17620.89,0.4021,24,6.75,1147632.49,36,Activo,65,1,0.0154
313,16595.68,0.4,27,6.38,1144047.68,110,Activo,71,2,0.0282
475,16345.53,0.4,26,6.72,1142317.14,22,Activo,59,2,0.0339
419,16179.02,0.4037,26,6.72,1141634.31,78,Activo,69,1,0.0145
638,17945.76,0.402,24,6.57,1137408.85,135,Activo,73,4,0.0548
376,15388.67,0.4063,27,6.73,1136531.03,39,Activo,69,4,0.058
574,18152.3,0.4007,23,6.78,1134133.55,2,Activo,67,2,0.0299
34,15273.41,0.4,28,6.6,1128888.91,105,Activo,64,3,0.0469
191,14493.63,0.4025,28,6.86,1120842.21,28,Activo,71,1,0.0141
137,16644.65,0.4007,26,6.45,1119263.09,10,Activo,67,1,0.0149
675,17717.63,0.4021,26,6.01,1113153.49,159,Activo,64,2,0.0312
339,15516.12,0.4008,28,6.39,1112347.7,67,Activo,67,3,0.0448
687,14846.42,0.4024,29,6.39,1107824.76,8,Activo,66,2,0.0303
366,15242.85,0.404,28,6.4,1103718.27,103,Activo,70,5,0.0714
187,15409.09,0.4024,28,6.33,1098035.48,207,En riesgo,71,3,0.0423
83,17082.12,0.4,24,6.68,1095682.07,51,Activo,66,4,0.0606
110,13669.06,0.4053,29,6.82,1095357.24,46,Activo,59,2,0.0339
285,16175.71,0.4008,26,6.49,1094699.23,123,Activo,63,1,0.0159
287,15859.79,0.4015,26,6.6,1093065.41,4,Activo,62,4,0.0645
642,15811.27,0.4023,28,6.13,1091425.97,253,En riesgo,72,4,0.0556
331,16124.97,0.4008,25,6.75,1091336.78,50,Activo,72,6,0.0833
342,16692.81,0.4007,25,6.51,1089398.48,60,Activo,75,8,0.1067
565,14782.01,0.4025,28,6.54,1088727.44,39,Activo,75,5,0.0667
393,18363.8,0.4007,23,6.39,1080599.65,205,En riesgo,63,5,0.0794
31,14877.65,0.4016,27,6.68,1077452.89,11,Activo,65,3,0.0462
168,14967.63,0.4,26,6.91,1074995.45,7,Activo,60,7,0.1167
171,16096.42,0.4015,26,6.38,1072045.15,75,Activo,66,3,0.0455
499,16554.66,0.4,25,6.47,1071178.24,11,Activo,61,8,0.1311
693,16539.91,0.4022,24,6.64,1060104.56,11,Activo,68,2,0.0294
231,16619.96,0.4,24,6.64,1059908.76,103,Activo,62,3,0.0484
117,15313.32,0.4,26,6.63,1056660.93,81,Activo,64,4,0.0625
272,17590.63,0.4014,24,6.21,1051872.9,77,Activo,62,6,0.0968
323,16130.76,0.4037,25,6.42,1044545.79,200,En riesgo,61,4,0.0656
166,13955.23,0.4026,27,6.88,1042989.68,26,Activo,62,2,0.0323
32,13250.05,0.4,29,6.77,1039999.43,13,Activo,67,5,0.0746
226,15542.76,0.4,25,6.68,1037636.42,17,Activo,64,4,0.0625
267,16439.27,0.4,23,6.77,1024165.34,50,Activo,55,2,0.0364
149,15023.81,0.4032,25,6.75,1023005.27,42,Activo,63,4,0.0635
58,13535.08,0.4036,28,6.67,1020575.23,79,Activo,63,5,0.0794
288,14314.9,0.4025,27,6.55,1018995.34,132,Activo,62,3,0.0484
296,15984.98,0.4038,23,6.84,1015373.96,13,Activo,70,2,0.0286
249,15903.37,0.4053,25,6.29,1013067.46,232,En riesgo,72,5,0.0694
134,14418.03,0.4017,27,6.47,1012187.56,75,Activo,61,3,0.0492
230,16722.34,0.4,24,6.28,1008864.84,84,Activo,63,2,0.0317
610,16279.06,0.4059,23,6.62,1005828.55,92,Activo,60,3,0.05
371,16650.38,0.4007,24,6.25,1001512.76,222,En riesgo,61,1,0.0164
554,15191.35,0.404,24,6.72,989648.75,85,Activo,50,2,0.04
141,15491.49,0.4031,28,5.62,982482.79,37,Activo,68,1,0.0147
589,15280.48,0.4,24,6.65,975304.87,9,Activo,67,4,0.0597
182,14751.84,0.4041,24,6.81,973845.44,38,Activo,69,2,0.029
384,15377.76,0.4019,23,6.83,971382.49,19,Activo,70,4,0.0571
455,14861.35,0.4016,24,6.75,966483.1,23,Activo,54,4,0.0741
138,15837.17,0.4008,22,6.92,965800.76,22,Activo,48,0,0.0
271,14361.02,0.4,25,6.71,964242.83,96,Activo,60,2,0.0333
606,15270.53,0.4008,24,6.56,964099.72,4,Activo,54,2,0.037
19,14318.16,0.4067,24,6.89,963619.17,22,Activo,56,4,0.0714
538,14495.63,0.4033,25,6.59,962514.87,87,Activo,72,4,0.0556
630,17686.67,0.4,22,6.18,961924.57,252,En riesgo,60,6,0.1
487,15582.85,0.4,23,6.7,960222.34,30,Activo,59,6,0.1017
417,14381.37,0.4034,25,6.59,955007.72,62,Activo,67,3,0.0448
733,14144.04,0.4043,25,6.68,954655.0,69,Activo,61,1,0.0164
97,16887.08,0.4,21,6.73,954358.36,52,Activo,53,3,0.0566
310,14960.6,0.4016,24,6.6,951995.96,102,Activo,59,2,0.0339
259,15647.78,0.4008,23,6.57,948302.96,45,Activo,66,1,0.0152
420,16707.25,0.4,23,6.17,948280.12,148,Activo,63,2,0.0317
557,14615.91,0.4008,24,6.74,947877.47,56,Activo,65,1,0.0154
44,15183.98,0.4048,24,6.39,942657.38,162,Activo,66,2,0.0303
591,14533.23,0.4025,25,6.42,938199.77,56,Activo,67,3,0.0448
577,15343.08,0.4031,24,6.32,937754.33,56,Activo,56,2,0.0357
745,14920.69,0.4073,25,6.14,933428.28,240,En riesgo,66,4,0.0606
195,15477.22,0.4039,24,6.22,933339.89,19,Activo,66,2,0.0303
651,14031.59,0.4,26,6.39,933057.59,179,Activo,60,2,0.0333
521,13790.37,0.4044,27,6.19,931721.83,164,Activo,60,4,0.0667
102,14372.33,0.4,24,6.74,930556.97,36,Activo,59,2,0.0339
721,15357.43,0.4,23,6.58,929693.3,43,Activo,65,2,0.0308
269,13188.47,0.4,26,6.77,929205.42,9,Activo,64,3,0.0469
694,15996.38,0.4045,21,6.83,928347.36,58,Activo,67,3,0.0448
156,14788.68,0.4025,23,6.77,926190.74,15,Activo,58,1,0.0172
112,14876.13,0.4,24,6.47,924463.5,136,Activo,57,5,0.0877
447,13435.37,0.4054,25,6.78,923114.14,29,Activo,56,2,0.0357
472,15607.77,0.4016,23,6.4,922826.64,16,Activo,57,2,0.0351
152,14183.51,0.4009,24,6.76,922515.86,70,Activo,61,3,0.0492
723,16218.99,0.4,21,6.77,922215.24,73,Activo,66,4,0.0606
566,14658.19,0.4025,24,6.47,916123.42,180,En riesgo,62,0,0.0
335,13191.77,0.4064,25,6.82,914502.22,53,Activo,57,4,0.0702
241,14192.66,0.4026,25,6.39,913226.61,47,Activo,59,6,0.1017
364,14733.69,0.4033,23,6.65,908924.59,23,Activo,62,1,0.0161
291,14083.3,0.4068,24,6.59,905912.11,22,Activo,59,2,0.0339
509,13116.79,0.4,27,6.39,905770.11,7,Activo,61,2,0.0328
732,14120.82,0.3999,23,6.97,905457.31,9,Activo,64,3,0.0469
590,15341.3,0.4024,22,6.65,903219.29,101,Activo,64,3,0.0469
436,14732.31,0.4,22,6.96,902063.11,1,Activo,55,4,0.0727
401,14566.6,0.4,25,6.19,901470.0,241,En riesgo,65,3,0.0462
719,16930.16,0.4,24,5.54,901254.38,383,Perdido,73,1,0.0137
532,14220.47,0.4042,24,6.52,899836.58,18,Activo,64,3,0.0469
264,14022.38,0.4026,23,6.93,899471.28,5,Activo,63,4,0.0635
498,15124.96,0.4,22,6.75,898774.56,21,Activo,68,0,0.0
649,15680.32,0.4,23,6.23,898286.97,79,Activo,57,5,0.0877
121,15039.45,0.4024,22,6.74,896844.35,23,Activo,61,1,0.0164
618,15249.43,0.4,22,6.64,891475.13,109,Activo,66,3,0.0455
418,14630.73,0.4025,24,6.3,889651.68,87,Activo,63,4,0.0635
695,14206.66,0.4042,23,6.72,887185.54,2,Activo,57,2,0.0351
304,15198.85,0.4,24,6.07,886195.16,63,Activo,65,4,0.0615
680,14031.88,0.4,24,6.57,884544.73,123,Activo,67,6,0.0896
350,13871.98,0.4052,28,5.62,883903.03,497,Perdido,60,3,0.05
85,14181.95,0.4,24,6.46,879461.74,180,En riesgo,55,3,0.0545
123,13948.23,0.4026,24,6.52,879026.97,125,Activo,53,3,0.0566
314,15261.88,0.4,23,6.25,877389.0,206,En riesgo,52,1,0.0192
162,13212.64,0.4018,24,6.88,876799.95,38,Activo,61,5,0.082
319,14226.34,0.4,23,6.69,875916.41,108,Activo,56,1,0.0179
253,14647.03,0.4041,23,6.41,873037.98,54,Activo,57,3,0.0526
743,14525.82,0.405,23,6.45,872830.22,48,Activo,67,3,0.0448
383,14573.93,0.4,23,6.47,867947.8,80,Activo,55,0,0.0
540,15886.86,0.4015,21,6.48,867858.87,166,Activo,57,4,0.0702
229,13236.1,0.4009,26,6.28,866283.18,150,Activo,63,2,0.0317
181,14046.99,0.4,23,6.68,863809.89,77,Activo,64,6,0.0938
628,14613.34,0.4025,22,6.64,859187.89,3,Activo,61,1,0.0164
222,13625.99,0.4053,24,6.48,858689.68,108,Activo,60,5,0.0833
404,14438.8,0.4017,22,6.72,857376.87,37,Activo,61,6,0.0984
729,13980.32,0.4035,25,6.06,854456.9,101,Activo,60,1,0.0167
709,15311.53,0.4016,20,6.93,851923.57,8,Activo,54,5,0.0926
528,14975.56,0.4024,21,6.72,850730.71,72,Activo,58,2,0.0345
474,14104.85,0.4017,24,6.23,847123.32,211,En riesgo,61,4,0.0656
250,14731.34,0.4033,21,6.79,846831.98,28,Activo,57,3,0.0526
270,13034.21,0.4,26,6.24,845946.27,258,En riesgo,63,3,0.0476
460,16383.52,0.4,21,6.13,844137.98,288,En riesgo,63,2,0.0317
46,15456.71,0.4,20,6.81,842428.46,1,Activo,52,3,0.0577
23,12712.12,0.4019,26,6.3,836577.09,172,Activo,54,3,0.0556
571,15776.27,0.4,21,6.31,835713.31,218,En riesgo,54,3,0.0556
96,13182.08,0.4046,26,6.03,835685.38,314,En riesgo,67,4,0.0597
233,13549.12,0.4,24,6.42,834524.19,113,Activo,64,1,0.0156
345,14021.11,0.4,22,6.76,834182.89,43,Activo,53,2,0.0377
146,13089.08,0.4,24,6.64,834048.73,118,Activo,54,5,0.0926
118,13096.0,0.4,24,6.63,833462.06,52,Activo,62,5,0.0806
536,14407.19,0.4025,22,6.52,831775.81,156,Activo,63,3,0.0476
279,12384.04,0.4,26,6.44,829145.83,34,Activo,63,3,0.0476
352,13348.65,0.4,25,6.21,829021.31,228,En riesgo,59,5,0.0847
592,16115.85,0.4023,22,5.78,824770.33,312,En riesgo,64,3,0.0469
643,12934.62,0.4047,23,6.82,820779.92,39,Activo,57,6,0.1053
27,15178.39,0.4008,21,6.42,820326.46,87,Activo,61,2,0.0328
90,16034.45,0.4,20,6.38,818777.13,44,Activo,59,2,0.0339
726,13736.73,0.4,22,6.77,818262.29,82,Activo,51,1,0.0196
2,12744.26,0.4,24,6.66,815106.57,61,Activo,64,6,0.0938
652,13149.05,0.4,24,6.46,815066.98,172,Activo,58,3,0.0517
192,14951.12,0.4,22,6.18,812780.26,47,Activo,54,1,0.0185
480,12816.38,0.4047,24,6.52,811920.89,48,Activo,59,1,0.0169
725,16255.88,0.4015,21,5.92,811388.09,346,En riesgo,59,2,0.0339
611,12411.97,0.4116,23,6.88,808869.71,15,Activo,52,4,0.0769
177,14337.31,0.4,22,6.41,808437.23,120,Activo,60,2,0.0333
109,12231.69,0.404,27,6.03,804733.67,186,En riesgo,61,1,0.0164
616,13928.38,0.4043,21,6.8,804374.85,12,Activo,56,2,0.0357
328,15920.53,0.403,20,6.26,803975.46,195,En riesgo,60,6,0.1
659,17837.58,0.4,20,5.63,803794.75,287,En riesgo,55,3,0.0545
290,12946.42,0.4,23,6.75,803633.86,73,Activo,60,1,0.0167
549,12456.97,0.4077,24,6.59,803045.17,27,Activo,51,3,0.0588
406,14644.64,0.4025,21,6.47,801196.85,36,Activo,54,4,0.0741
717,12795.34,0.4,23,6.8,801023.6,48,Activo,52,1,0.0192
203,12602.83,0.4,23,6.87,796903.52,29,Activo,52,3,0.0577
202,12723.73,0.401,23,6.79,796175.32,65,Activo,64,2,0.0312
284,12873.96,0.4028,24,6.4,796098.82,217,En riesgo,62,2,0.0323
459,13521.81,0.4062,22,6.57,794144.12,102,Activo,55,1,0.0182
93,13710.75,0.4044,22,6.48,789912.42,104,Activo,58,3,0.0517
225,13562.54,0.4027,22,6.56,788248.23,31,Activo,58,5,0.0862
567,13706.25,0.4009,23,6.21,784837.29,26,Activo,54,3,0.0556
337,14720.76,0.4,20,6.65,782970.18,104,Activo,55,2,0.0364
612,13507.77,0.4,21,6.9,782655.55,14,Activo,53,5,0.0943
603,12736.34,0.401,22,6.95,781376.45,4,Activo,52,4,0.0769
43,12014.81,0.4,25,6.5,781055.12,43,Activo,53,3,0.0566
415,12716.73,0.4,23,6.68,781047.74,55,Activo,45,3,0.0667
720,14486.22,0.4,21,6.41,780042.58,140,Activo,60,2,0.0333
69,13075.05,0.4,23,6.48,779680.44,33,Activo,59,3,0.0508
624,11512.61,0.4031,25,6.71,779028.3,37,Activo,55,4,0.0727
47,13660.65,0.4009,21,6.76,777810.61,36,Activo,56,2,0.0357
579,13547.01,0.4027,22,6.48,777490.34,153,Activo,52,1,0.0192
353,15304.19,0.4032,21,5.99,775557.6,122,Activo,61,4,0.0656
158,12176.73,0.402,24,6.59,774599.22,42,Activo,59,5,0.0847
496,14696.39,0.4,19,6.93,774398.59,12,Activo,57,4,0.0702
457,14155.69,0.4,22,6.2,772958.47,38,Activo,53,2,0.0377
454,13643.89,0.4,23,6.14,770973.18,153,Activo,56,1,0.0179
95,11056.26,0.4011,25,6.94,769858.64,17,Activo,48,1,0.0208
325,12790.18,0.4,23,6.54,769130.45,153,Activo,59,5,0.0847
599,12130.54,0.404,23,6.79,765055.62,56,Activo,51,4,0.0784
35,14846.49,0.4008,22,5.84,764282.58,54,Activo,58,2,0.0345
70,12171.12,0.404,23,6.75,763572.34,43,Activo,54,2,0.037
518,15022.59,0.4,22,5.76,761302.68,329,En riesgo,63,4,0.0635
330,13691.73,0.4,21,6.62,761196.1,69,Activo,52,5,0.0962
545,13678.37,0.4053,25,5.49,760503.81,188,En riesgo,67,5,0.0746
495,14117.69,0.4034,20,6.68,760400.22,110,Activo,55,2,0.0364
596,13831.36,0.4,20,6.86,759303.52,19,Activo,51,3,0.0588
749,12094.22,0.404,23,6.75,758500.02,55,Activo,57,2,0.0351
300,13240.16,0.4,21,6.82,758021.71,3,Activo,56,1,0.0179
731,13337.49,0.4027,21,6.7,756066.86,100,Activo,49,2,0.0408
425,13241.55,0.4009,21,6.76,753407.82,42,Activo,63,2,0.0317
593,13938.55,0.4,20,6.75,753280.98,2,Activo,61,4,0.0656
645,12377.39,0.4058,23,6.52,753225.13,129,Activo,62,1,0.0161
654,14478.25,0.4,20,6.49,752323.77,44,Activo,55,4,0.0727
254,13146.24,0.4,21,6.79,749913.52,40,Activo,51,3,0.0588
658,13064.71,0.4019,21,6.78,747175.0,39,Activo,47,3,0.0638
646,12916.99,0.4,21,6.88,746340.67,15,Activo,51,2,0.0392
588,12264.14,0.403,22,6.85,745132.1,9,Activo,49,4,0.0816
508,13329.4,0.4,22,6.34,743899.98,40,Activo,58,5,0.0862
506,12938.62,0.4019,22,6.48,741096.41,49,Activo,54,3,0.0556
602,12316.94,0.4068,23,6.42,740028.69,0,Activo,55,5,0.0909
351,11980.44,0.406,23,6.58,736464.59,123,Activo,53,5,0.0943
668,10787.26,0.4,26,6.56,735457.49,53,Activo,54,1,0.0185
105,12896.07,0.4019,23,6.17,735376.53,196,En riesgo,59,1,0.0169
490,14287.16,0.4017,20,6.38,731985.86,162,Activo,49,4,0.0816
21,11150.97,0.4032,25,6.5,730737.6,136,Activo,55,1,0.0182
234,12776.09,0.4028,22,6.45,730441.11,176,Activo,54,2,0.037
535,14118.24,0.4,20,6.45,728046.9,105,Activo,61,6,0.0984
346,12583.52,0.4038,21,6.81,726993.28,50,Activo,58,5,0.0862
689,10867.55,0.4089,24,6.8,725297.35,59,Activo,53,1,0.0189
524,12456.38,0.4029,23,6.28,725074.39,75,Activo,52,4,0.0769
248,13046.49,0.4,20,6.92,722493.21,2,Activo,49,4,0.0816
42,11025.4,0.4066,25,6.4,717693.43,9,Activo,65,3,0.0462
484,11875.54,0.4051,25,5.96,717201.86,84,Activo,53,2,0.0377
305,13492.77,0.4,20,6.62,714702.95,58,Activo,50,3,0.06
547,14177.1,0.4026,19,6.59,714659.7,120,Activo,48,3,0.0625
619,12547.94,0.4,22,6.46,713898.74,171,Activo,58,0,0.0
564,12364.23,0.4029,24,5.97,713387.82,98,Activo,55,7,0.1273
465,13597.63,0.4,22,5.95,712343.95,257,En riesgo,52,3,0.0577
59,13618.07,0.4035,21,6.17,712267.46,233,En riesgo,61,2,0.0328
485,12663.88,0.4038,21,6.62,710424.73,122,Activo,59,4,0.0678
734,13252.03,0.4,21,6.36,707487.26,223,En riesgo,56,2,0.0357
747,12321.14,0.4,23,6.24,707397.83,38,Activo,51,2,0.0392
216,14085.63,0.4,20,6.25,704758.51,101,Activo,48,5,0.1042
57,12541.95,0.4029,23,6.05,703610.79,226,En riesgo,58,5,0.0862
631,12052.78,0.407,21,6.82,702046.4,2,Activo,55,2,0.0364
311,12131.71,0.4099,23,6.13,701531.73,134,Activo,54,1,0.0185
706,13309.45,0.4018,22,5.93,697810.18,229,En riesgo,56,2,0.0357
125,10638.05,0.4034,24,6.77,697719.4,9,Activo,61,5,0.082
587,12095.07,0.402,22,6.5,695644.1,120,Activo,51,1,0.0196
517,14218.72,0.4,18,6.79,695219.68,12,Activo,52,2,0.0385
607,11862.8,0.4,22,6.66,695211.83,105,Activo,56,3,0.0536
531,11548.52,0.4031,24,6.2,692974.86,237,En riesgo,51,2,0.0392
699,13858.96,0.4,24,5.2,691503.71,148,Activo,60,3,0.05
81,11743.89,0.4061,21,6.9,691422.22,23,Activo,52,1,0.0192
621,13862.87,0.4026,19,6.51,689926.05,162,Activo,56,3,0.0536
64,12538.23,0.401,22,6.21,686580.9,129,Activo,60,4,0.0667
523,12749.05,0.4019,21,6.37,685297.77,90,Activo,56,3,0.0536
245,11603.28,0.4011,23,6.4,685198.92,55,Activo,50,4,0.08
22,12849.0,0.4028,20,6.62,685082.73,125,Activo,57,6,0.1053
157,12409.16,0.402,22,6.24,684771.44,89,Activo,50,3,0.06
49,12591.14,0.4,21,6.46,683789.3,183,En riesgo,51,1,0.0196
586,12018.52,0.4,21,6.75,681713.23,14,Activo,48,3,0.0625
662,12739.59,0.4,20,6.69,681505.77,44,Activo,56,3,0.0536
128,11980.88,0.405,21,6.69,681390.96,73,Activo,58,4,0.069
165,13604.19,0.4,19,6.58,680615.03,15,Activo,55,1,0.0182
494,13047.11,0.4009,20,6.5,679793.67,150,Activo,41,0,0.0
670,12102.28,0.4,21,6.67,678394.27,46,Activo,52,5,0.0962
543,11074.0,0.4,23,6.65,677080.27,50,Activo,50,1,0.02
578,12505.96,0.4058,20,6.67,676963.34,112,Activo,53,2,0.0377
161,12098.35,0.402,21,6.62,675663.68,128,Activo,54,1,0.0185
657,13899.47,0.4,22,5.52,675574.46,460,Perdido,59,1,0.0169
17,13182.98,0.4,19,6.74,675444.29,55,Activo,39,4,0.1026
464,12461.25,0.401,23,5.87,675009.83,12,Activo,60,3,0.05
655,12173.18,0.403,21,6.54,673870.74,163,Activo,53,3,0.0566
438,12180.65,0.4069,20,6.79,673417.7,40,Activo,51,0,0.0
244,11342.4,0.4053,23,6.36,671984.94,88,Activo,58,4,0.069
550,14298.87,0.4,18,6.52,671516.26,152,Activo,50,3,0.06
374,13953.93,0.4017,20,5.98,670477.74,86,Activo,49,1,0.0204
433,12187.73,0.4,22,6.25,669908.66,233,En riesgo,56,4,0.0714
379,13224.28,0.4064,22,5.67,669793.08,334,En riesgo,57,3,0.0526
572,12398.97,0.4049,21,6.34,668214.62,130,Activo,53,4,0.0755
322,12797.5,0.4,20,6.52,667233.77,137,Activo,54,4,0.0741
541,11592.42,0.4,21,6.84,666343.77,35,Activo,46,5,0.1087
333,10379.8,0.407,23,6.85,665596.03,0,Activo,56,1,0.0179
111,11706.15,0.4031,23,6.13,665076.09,118,Activo,60,3,0.05
378,12686.51,0.401,20,6.53,664670.42,142,Activo,51,4,0.0784
261,12179.97,0.403,22,6.14,662897.99,32,Activo,51,5,0.098
462,12837.94,0.4,20,6.44,661747.43,113,Activo,54,4,0.0741
739,11143.5,0.4,22,6.74,661372.21,17,Activo,48,2,0.0417
697,12814.95,0.4,20,6.45,661118.19,86,Activo,48,5,0.1042
201,12127.91,0.406,23,5.82,659512.5,154,Activo,63,2,0.0317
409,11219.37,0.3997,22,6.67,658055.5,36,Activo,49,4,0.0816
686,11057.51,0.4,22,6.75,656807.13,84,Activo,47,1,0.0213
207,12105.4,0.402,21,6.43,656746.86,140,Activo,58,4,0.069
130,12059.4,0.401,20,6.77,655197.66,0,Activo,51,2,0.0392
390,11705.08,0.4062,22,6.26,654981.48,39,Activo,52,4,0.0769
507,11091.92,0.4033,21,6.97,654832.13,6,Activo,47,2,0.0426
6,12239.64,0.402,20,6.65,654194.82,18,Activo,47,3,0.0638
609,11724.74,0.401,21,6.62,653502.3,119,Activo,56,1,0.0179
189,12680.73,0.4019,19,6.74,652786.19,54,Activo,50,2,0.04
5,10938.05,0.4033,22,6.72,652659.08,23,Activo,54,4,0.0741
196,11846.41,0.4041,21,6.49,652056.52,71,Activo,48,0,0.0
568,12118.96,0.4,21,6.4,651736.25,100,Activo,50,1,0.02
275,10628.8,0.4,23,6.66,651474.12,16,Activo,53,4,0.0755
395,10709.92,0.4034,23,6.56,651352.35,109,Activo,54,3,0.0556
12,13792.99,0.4,19,6.2,649595.44,162,Activo,60,4,0.0667
63,12540.35,0.4029,22,5.83,647669.86,21,Activo,56,1,0.0179
688,12364.6,0.4,21,6.23,647606.88,21,Activo,55,1,0.0182
338,12571.59,0.401,20,6.42,647348.07,209,En riesgo,55,2,0.0364
1,11732.55,0.3996,22,6.26,645354.35,90,Activo,57,2,0.0351
82,11859.95,0.4041,23,5.85,644958.09,359,En riesgo,56,4,0.0714
45,11597.57,0.4083,21,6.47,643399.52,35,Activo,46,0,0.0
744,13057.32,0.4,20,6.1,637013.62,158,Activo,53,4,0.0755
386,11309.47,0.4,21,6.65,631881.15,119,Activo,50,4,0.08
674,11512.64,0.4,20,6.86,631757.86,35,Activo,46,2,0.0435
432,12742.04,0.4,19,6.52,631113.4,11,Activo,46,6,0.1304
510,11415.8,0.4063,20,6.8,630727.14,11,Activo,47,5,0.1064
60,10651.92,0.4,22,6.72,630406.43,2,Activo,44,2,0.0455
700,13304.63,0.4027,20,5.87,628819.28,62,Activo,50,5,0.1
213,12331.81,0.402,20,6.31,625712.7,160,Activo,51,2,0.0392
103,12621.27,0.4048,18,6.8,624945.94,45,Activo,50,1,0.02
372,12614.52,0.4019,22,5.59,623063.58,514,Perdido,55,4,0.0727
671,11303.06,0.4032,23,5.93,621400.19,319,En riesgo,59,7,0.1186
708,11466.22,0.4032,22,6.11,621268.33,177,Activo,52,2,0.0385
211,11265.87,0.4011,21,6.53,619943.05,113,Activo,51,1,0.0196
702,11551.86,0.4,21,6.39,619912.04,110,Activo,63,2,0.0317
558,10784.0,0.4,21,6.84,619377.07,22,Activo,47,1,0.0213
660,12292.37,0.4029,19,6.56,617679.87,51,Activo,55,2,0.0364
326,11321.34,0.4021,21,6.46,617560.77,193,En riesgo,48,0,0.0
147,11442.27,0.4063,21,6.32,617266.41,89,Activo,52,4,0.0769
133,11643.3,0.4011,20,6.6,616027.91,63,Activo,50,1,0.02
613,11151.58,0.4054,20,6.81,615717.12,8,Activo,52,2,0.0385
529,11629.83,0.4031,20,6.56,615147.06,87,Activo,51,7,0.1373
512,10240.73,0.4,22,6.8,612493.57,39,Activo,57,3,0.0526
746,12195.06,0.404,21,5.92,612426.63,103,Activo,47,4,0.0851
623,12367.9,0.4029,18,6.82,611828.49,48,Activo,44,4,0.0909
502,12121.69,0.405,19,6.56,611649.79,159,Activo,57,1,0.0175
294,12232.02,0.4,19,6.58,611454.15,29,Activo,44,3,0.0682
408,9991.63,0.4,22,6.94,610584.29,0,Activo,53,2,0.0377
136,12794.56,0.4,21,5.67,608913.91,176,Activo,55,4,0.0727
501,11710.98,0.4031,19,6.79,608564.5,32,Activo,46,2,0.0435
